household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,risk_score,risk_label,top_drivers
HH0541,-1.928114,30.184547,Gasabo,Kinyinya,0,3,3.1,unprotected_well,low,low,0.8084,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0542,-1.881218,30.051004,Gasabo,Ndera,1,4,1.8,protected_well,low,middle,0.6495,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0543,-1.871461,30.099145,Gasabo,Ndera,0,5,2.0,protected_well,low,low,0.8104,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0544,-1.950001,30.104111,Gasabo,Ndera,1,1,2.6,piped,high,middle,0.0406,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0545,-1.888716,30.130724,Gasabo,Jali,1,2,3.3,piped,medium,middle,0.0874,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0546,-1.945167,30.067083,Gasabo,Kinyinya,1,3,3.1,piped,high,low,0.1013,Low,"['Low household income', 'High number of children under 5']"
HH0547,-1.869599,30.121556,Gasabo,Ndera,1,3,2.1,protected_well,medium,middle,0.2145,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0548,-1.828548,30.114973,Gasabo,Ndera,1,5,3.0,unprotected_well,high,middle,0.2113,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH0549,-1.880679,30.170429,Gasabo,Kinyinya,1,2,2.0,protected_well,medium,middle,0.1978,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0550,-1.91336,30.191441,Gasabo,Ndera,1,4,3.2,piped,low,low,0.6765,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0551,-1.874709,30.100389,Gasabo,Kinyinya,1,3,2.8,piped,high,low,0.1131,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0552,-1.861516,30.159313,Gasabo,Jabana,1,5,3.2,piped,high,middle,0.0552,Low,"['High number of children under 5', 'Low household income']"
HH0553,-1.970001,30.142465,Gasabo,Kinyinya,1,3,2.0,piped,high,middle,0.0819,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0554,-1.899162,30.124939,Gasabo,Kinyinya,1,2,2.4,piped,high,middle,0.0566,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0555,-1.930163,30.169601,Gasabo,Jali,1,1,2.5,unprotected_well,high,middle,0.1529,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0556,-1.889162,30.105528,Gasabo,Jabana,1,1,2.3,protected_well,high,high,0.0573,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH0557,-1.877118,30.189737,Gasabo,Jali,0,4,2.6,unprotected_well,low,middle,0.7674,High,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH0558,-1.89751,30.179008,Gasabo,Ndera,1,4,2.9,unprotected_well,medium,high,0.2438,Low,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0559,-1.859211,30.120377,Gasabo,Kinyinya,0,5,1.7,protected_well,medium,middle,0.3076,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0560,-1.946999,30.048378,Gasabo,Jabana,0,2,3.3,protected_well,low,middle,0.4414,Medium,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0561,-1.94459,30.04186,Gasabo,Jali,1,0,3.0,protected_well,high,middle,0.0403,Low,"['Unsafe water source', 'Low household income']"
HH0562,-1.956842,30.122808,Gasabo,Kinyinya,1,4,2.4,piped,medium,middle,0.1467,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0563,-1.972745,30.085514,Gasabo,Gisozi,1,1,1.5,protected_well,high,low,0.2353,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0564,-1.885934,30.072925,Gasabo,Jali,1,4,1.9,piped,low,middle,0.498,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0565,-1.913511,30.170905,Gasabo,Jabana,0,4,1.4,piped,low,low,0.7824,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0566,-1.893593,30.146881,Gasabo,Jali,1,0,2.2,protected_well,medium,low,0.3649,Medium,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0567,-1.951027,30.061881,Gasabo,Jali,1,3,2.2,unprotected_well,high,high,0.1395,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0568,-1.82201,30.076642,Gasabo,Jali,1,4,2.4,protected_well,high,high,0.0755,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0569,-1.907333,30.16248,Gasabo,Ndera,0,5,2.3,surface,medium,low,0.8306,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0570,-1.837003,30.065856,Gasabo,Gisozi,0,4,3.0,surface,low,low,0.8628,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0571,-1.918142,30.130483,Gasabo,Jabana,1,3,1.5,piped,low,middle,0.4965,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0572,-1.815915,30.12876,Gasabo,Jabana,1,4,1.5,unprotected_well,high,low,0.6288,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0573,-1.903826,30.126286,Gasabo,Jabana,1,3,2.3,piped,high,middle,0.0689,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0574,-1.918952,30.033954,Gasabo,Kinyinya,1,4,3.5,protected_well,high,middle,0.0763,Low,"['High number of children under 5', 'Unsafe water source', 'Low household income']"
HH0575,-1.847314,30.073374,Gasabo,Jabana,1,0,2.3,protected_well,high,low,0.1512,Low,"['Low household income', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0576,-1.838419,30.095513,Gasabo,Jabana,0,3,3.0,piped,low,low,0.649,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0577,-1.965592,30.150631,Gasabo,Gisozi,0,4,2.6,unprotected_well,low,middle,0.7674,High,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH0578,-1.899151,30.16644,Gasabo,Kinyinya,0,1,1.2,surface,medium,low,0.8438,High,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH0579,-1.955062,30.122967,Gasabo,Kinyinya,1,3,1.8,piped,high,middle,0.0907,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0580,-1.891866,30.165171,Gasabo,Jali,1,4,3.2,protected_well,low,low,0.7445,High,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0581,-1.822648,30.082222,Gasabo,Ndera,1,2,2.9,piped,medium,high,0.0627,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0582,-1.818391,30.151153,Gasabo,Kinyinya,1,5,2.8,protected_well,high,middle,0.0972,Low,"['High number of children under 5', 'Unsafe water source', 'Low household income']"
HH0583,-1.955988,30.113927,Gasabo,Kinyinya,1,4,2.1,piped,medium,high,0.1156,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0584,-1.831594,30.036193,Gasabo,Gisozi,1,2,1.9,protected_well,high,middle,0.1073,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0585,-1.92648,30.056679,Gasabo,Jabana,1,0,3.3,piped,high,middle,0.0169,Low,['Low household income']
HH0586,-1.870457,30.089494,Gasabo,Kinyinya,1,5,2.3,protected_well,high,low,0.3012,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0587,-1.855544,30.035108,Gasabo,Kinyinya,1,5,3.1,piped,medium,high,0.084,Low,"['Poor sanitation', 'High number of children under 5']"
HH0588,-1.834996,30.058149,Gasabo,Ndera,1,4,1.9,piped,medium,low,0.4236,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0589,-1.889445,30.034236,Gasabo,Gisozi,1,3,3.1,piped,medium,high,0.0664,Low,"['Poor sanitation', 'High number of children under 5']"
HH0590,-1.93845,30.126753,Gasabo,Ndera,1,1,2.7,piped,high,high,0.0194,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0591,-1.830687,30.165018,Gasabo,Kinyinya,1,1,2.1,piped,high,high,0.0437,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0592,-1.927578,30.080286,Gasabo,Kinyinya,1,0,1.6,protected_well,medium,low,0.429,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0593,-1.913984,30.110297,Gasabo,Gisozi,1,3,2.1,piped,low,low,0.717,High,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0594,-1.869328,30.116477,Gasabo,Jali,1,0,2.6,piped,medium,low,0.2028,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0595,-1.908639,30.084347,Gasabo,Jali,1,4,2.3,piped,medium,high,0.1064,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0596,-1.816297,30.069676,Gasabo,Kinyinya,0,4,2.8,protected_well,medium,middle,0.1884,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0597,-1.889189,30.070054,Gasabo,Kinyinya,0,5,2.8,protected_well,low,high,0.3891,Medium,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0598,-1.936362,30.170312,Gasabo,Ndera,0,2,3.0,surface,low,low,0.8492,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0599,-1.838931,30.19138,Gasabo,Ndera,1,4,2.5,protected_well,high,middle,0.1003,Low,"['High number of children under 5', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0600,-1.838009,30.155289,Gasabo,Ndera,1,3,2.5,piped,high,middle,0.0602,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0601,-1.909135,30.062035,Gasabo,Jabana,1,0,2.3,piped,medium,middle,0.0991,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0602,-1.955478,30.050282,Gasabo,Kinyinya,0,0,3.2,protected_well,low,low,0.6595,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH0603,-1.908792,30.155741,Gasabo,Jabana,1,5,1.2,piped,high,low,0.2805,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0604,-1.937501,30.120121,Gasabo,Jali,0,1,2.7,unprotected_well,low,low,0.8035,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0605,-1.868405,30.17051,Gasabo,Kinyinya,0,3,1.2,protected_well,low,low,0.8265,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0606,-1.896045,30.088883,Gasabo,Kinyinya,1,3,3.5,piped,high,high,0.0206,Low,['High number of children under 5']
HH0607,-1.865676,30.032261,Gasabo,Gisozi,1,2,1.6,surface,high,middle,0.4961,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0608,-1.971083,30.144598,Gasabo,Kinyinya,1,1,2.8,piped,medium,low,0.2167,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0609,-1.854196,30.037946,Gasabo,Jali,0,0,2.7,protected_well,medium,low,0.3131,Low,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH0610,-1.916729,30.167787,Gasabo,Kinyinya,1,0,1.4,protected_well,high,low,0.2151,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0611,-1.848504,30.167977,Gasabo,Jabana,1,3,2.9,protected_well,high,middle,0.0708,Low,"['Unsafe water source', 'High number of children under 5', 'Low household income']"
HH0612,-1.871999,30.173368,Gasabo,Kinyinya,0,0,3.3,unprotected_well,low,low,0.7789,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0613,-1.905462,30.06109,Gasabo,Jabana,1,2,3.5,piped,medium,high,0.0584,Low,"['Poor sanitation', 'High number of children under 5']"
HH0614,-1.870728,30.143988,Gasabo,Ndera,1,1,3.5,piped,medium,low,0.2,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0615,-1.926417,30.140027,Gasabo,Ndera,1,0,3.2,unprotected_well,high,high,0.0694,Low,['Unsafe water source']
HH0616,-1.903545,30.11395,Gasabo,Gisozi,1,5,2.6,piped,high,high,0.0509,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0617,-1.839086,30.084947,Gasabo,Kinyinya,1,3,2.6,unprotected_well,medium,low,0.6965,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0618,-1.931596,30.135762,Gasabo,Ndera,1,0,2.2,piped,high,middle,0.0499,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0619,-1.974852,30.107803,Gasabo,Ndera,1,5,1.9,piped,medium,high,0.1356,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0620,-1.9254,30.106193,Gasabo,Gisozi,1,1,1.5,piped,low,low,0.7106,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0621,-1.833866,30.049179,Gasabo,Gisozi,0,3,3.2,surface,medium,middle,0.6476,High,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0622,-1.961707,30.124681,Gasabo,Kinyinya,1,2,2.1,piped,medium,low,0.3172,Low,"['Poor sanitation', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0623,-1.925963,30.037587,Gasabo,Jabana,1,4,1.4,protected_well,high,low,0.3509,Medium,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0624,-1.962592,30.171942,Gasabo,Kinyinya,1,1,1.8,protected_well,high,high,0.078,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH0625,-1.929319,30.104493,Gasabo,Jabana,0,4,1.9,piped,low,low,0.7518,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0626,-1.838276,30.095992,Gasabo,Gisozi,0,5,3.0,unprotected_well,low,middle,0.761,High,"['Poor sanitation', 'Unsafe water source', 'High number of children under 5']"
HH0627,-1.903901,30.08677,Gasabo,Jali,1,5,3.5,piped,high,middle,0.0552,Low,"['High number of children under 5', 'Low household income']"
HH0628,-1.948223,30.087425,Gasabo,Kinyinya,1,4,2.4,piped,high,high,0.0521,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0629,-1.919837,30.126459,Gasabo,Jali,0,2,1.5,protected_well,low,low,0.7976,High,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0630,-1.877009,30.043226,Gasabo,Jabana,1,3,2.0,piped,high,middle,0.0819,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0631,-1.828419,30.086922,Gasabo,Kinyinya,1,4,2.1,protected_well,high,middle,0.1202,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Unsafe water source']"
HH0632,-1.954007,30.134134,Gasabo,Jali,1,2,1.6,unprotected_well,medium,middle,0.4739,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH0633,-1.904092,30.130741,Gasabo,Jali,1,3,1.6,piped,medium,middle,0.1768,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0634,-1.897794,30.17986,Gasabo,Kinyinya,0,0,1.9,protected_well,medium,low,0.3967,Medium,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'Low household income']"
HH0635,-1.894399,30.179514,Gasabo,Jali,1,5,2.5,piped,low,high,0.2878,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0636,-1.940705,30.145506,Gasabo,Kinyinya,1,5,2.6,piped,high,middle,0.0729,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0637,-1.906102,30.045107,Gasabo,Jali,1,5,1.6,piped,high,middle,0.1189,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0638,-1.88135,30.186712,Gasabo,Gisozi,1,0,3.3,protected_well,high,low,0.1069,Low,"['Low household income', 'Unsafe water source']"
HH0639,-1.972308,30.075877,Gasabo,Kinyinya,0,0,2.5,protected_well,low,middle,0.4061,Medium,"['Poor sanitation', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0640,-1.840176,30.15328,Gasabo,Gisozi,0,4,2.5,protected_well,medium,middle,0.2104,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0641,-1.909624,30.127152,Gasabo,Ndera,1,2,3.0,piped,high,middle,0.0313,Low,"['Low household income', 'High number of children under 5']"
HH0642,-1.824502,30.100485,Gasabo,Gisozi,1,4,2.5,protected_well,medium,middle,0.2104,Low,"['Poor sanitation', 'High number of children under 5', 'Unsafe water source']"
HH0643,-1.931056,30.138385,Gasabo,Jali,1,5,2.9,piped,medium,middle,0.1343,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0644,-1.849109,30.177436,Gasabo,Jabana,1,3,2.3,piped,high,high,0.0492,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0645,-1.963209,30.033721,Gasabo,Gisozi,1,1,3.2,piped,medium,middle,0.0765,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0646,-1.906348,30.095175,Gasabo,Gisozi,1,1,2.0,piped,low,middle,0.3567,Medium,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0647,-1.857981,30.160894,Gasabo,Gisozi,1,4,1.9,piped,medium,high,0.1249,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0648,-1.971278,30.076594,Gasabo,Jabana,1,4,2.8,piped,low,middle,0.4007,Medium,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0649,-1.92806,30.070058,Gasabo,Jabana,1,5,1.3,unprotected_well,high,low,0.6798,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Low household income']"
HH0650,-1.881485,30.11509,Gasabo,Gisozi,1,3,2.9,protected_well,high,high,0.0468,Low,"['Unsafe water source', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0651,-1.879506,30.128426,Gasabo,Ndera,1,5,1.8,piped,medium,middle,0.2037,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0652,-1.911986,30.191954,Gasabo,Jabana,1,2,2.9,unprotected_well,medium,high,0.1907,Low,"['Unsafe water source', 'Poor sanitation', 'High number of children under 5']"
HH0653,-1.939659,30.11302,Gasabo,Jabana,1,4,2.5,piped,high,middle,0.0686,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0654,-1.834459,30.145627,Gasabo,Jabana,0,4,1.9,surface,low,middle,0.8775,High,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0655,-1.900503,30.093983,Gasabo,Kinyinya,1,2,1.7,unprotected_well,high,middle,0.2296,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0656,-1.827736,30.097268,Gasabo,Gisozi,0,1,2.7,protected_well,low,low,0.7064,High,"['Poor sanitation', 'Low household income', 'Unsafe water source']"
HH0657,-1.940422,30.109594,Gasabo,Ndera,1,3,1.9,piped,high,low,0.1705,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0658,-1.934854,30.132965,Gasabo,Jabana,1,2,3.1,piped,medium,middle,0.0874,Low,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0659,-1.966464,30.127235,Gasabo,Kinyinya,1,3,3.2,piped,medium,middle,0.0995,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0660,-1.870105,30.142581,Gasabo,Jali,0,1,3.0,unprotected_well,low,low,0.7896,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0661,-1.837612,30.070878,Gasabo,Jali,1,3,1.6,protected_well,high,low,0.2926,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0662,-1.936009,30.069705,Gasabo,Jabana,1,1,2.5,protected_well,high,high,0.049,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0663,-1.963672,30.082727,Gasabo,Ndera,1,3,2.8,piped,high,high,0.0288,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0664,-1.845099,30.178241,Gasabo,Ndera,0,3,1.5,unprotected_well,medium,low,0.7685,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Poor sanitation']"
HH0665,-1.873703,30.062343,Gasabo,Gisozi,0,1,2.2,protected_well,medium,middle,0.1644,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0666,-1.918142,30.12728,Gasabo,Jabana,0,1,2.8,protected_well,high,low,0.1393,Low,"['Low household income', 'Unsafe water source', 'Low meal frequency (< 2 meals/day)']"
HH0667,-1.868932,30.154698,Gasabo,Jali,1,3,1.9,piped,high,middle,0.0863,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0668,-1.862699,30.096454,Gasabo,Gisozi,1,3,2.6,piped,high,low,0.1253,Low,"['Low household income', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0669,-1.893953,30.109874,Gasabo,Ndera,1,4,2.1,piped,high,middle,0.0862,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0670,-1.874277,30.133601,Gasabo,Gisozi,1,1,3.2,piped,low,low,0.5829,Medium,"['Poor sanitation', 'Low household income', 'High number of children under 5']"
HH0671,-1.838737,30.039428,Gasabo,Jali,1,3,1.5,piped,high,middle,0.104,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0672,-1.833478,30.154078,Gasabo,Ndera,1,0,1.5,protected_well,high,low,0.2075,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'Unsafe water source']"
HH0673,-1.938256,30.164902,Gasabo,Kinyinya,1,2,3.5,piped,high,middle,0.0313,Low,"['Low household income', 'High number of children under 5']"
HH0674,-1.955754,30.162691,Gasabo,Kinyinya,1,1,2.6,surface,high,middle,0.3455,Low,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0675,-1.949209,30.080328,Gasabo,Jabana,1,3,1.8,piped,medium,middle,0.165,Low,"['Low meal frequency (< 2 meals/day)', 'Poor sanitation', 'High number of children under 5']"
HH0676,-1.930801,30.112508,Gasabo,Gisozi,1,0,2.2,unprotected_well,medium,middle,0.326,Low,"['Unsafe water source', 'Poor sanitation', 'Low meal frequency (< 2 meals/day)']"
HH0677,-1.896924,30.055922,Gasabo,Ndera,1,3,1.9,piped,high,middle,0.0863,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
HH0678,-1.966747,30.181292,Gasabo,Jabana,1,5,2.3,protected_well,high,middle,0.1228,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Unsafe water source']"
HH0679,-1.853582,30.086987,Gasabo,Gisozi,1,4,2.0,protected_well,high,low,0.2919,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0680,-1.842532,30.169892,Gasabo,Jali,1,1,2.8,surface,medium,middle,0.5956,Medium,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0681,-1.948647,30.078093,Gasabo,Ndera,1,4,2.4,piped,high,middle,0.073,Low,"['High number of children under 5', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0682,-1.825232,30.050673,Gasabo,Gisozi,1,4,3.0,protected_well,high,middle,0.0763,Low,"['High number of children under 5', 'Unsafe water source', 'Low household income']"
HH0683,-1.925907,30.101064,Gasabo,Ndera,0,2,2.7,unprotected_well,low,middle,0.7189,High,"['Poor sanitation', 'Unsafe water source', 'Low household income']"
HH0684,-1.828329,30.188253,Gasabo,Gisozi,1,3,1.9,protected_well,high,middle,0.1183,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH0685,-1.966137,30.038382,Gasabo,Jali,1,2,2.5,piped,high,middle,0.0523,Low,"['Low meal frequency (< 2 meals/day)', 'Low household income', 'High number of children under 5']"
HH0686,-1.826292,30.084989,Gasabo,Ndera,1,5,2.1,protected_well,medium,middle,0.272,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0687,-1.960926,30.107829,Gasabo,Kinyinya,0,4,2.6,surface,low,low,0.879,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0688,-1.902163,30.080283,Gasabo,Jali,1,1,2.7,piped,high,middle,0.0364,Low,"['Low household income', 'Low meal frequency (< 2 meals/day)', 'High number of children under 5']"
HH0689,-1.91638,30.151405,Gasabo,Gisozi,0,3,2.8,surface,medium,low,0.7895,High,"['Unsafe water source', 'Poor sanitation', 'Low household income']"
HH0690,-1.967503,30.059903,Gasabo,Ndera,1,3,3.2,piped,medium,middle,0.0995,Low,"['Poor sanitation', 'High number of children under 5', 'Low household income']"
HH0691,-1.913414,30.032513,Gasabo,Jali,1,5,2.8,piped,high,middle,0.064,Low,"['High number of children under 5', 'Low household income', 'Low meal frequency (< 2 meals/day)']"
HH0692,-1.831813,30.123598,Gasabo,Gisozi,1,3,2.6,piped,low,high,0.2211,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0693,-1.904112,30.087121,Gasabo,Kinyinya,1,0,3.4,protected_well,high,middle,0.0403,Low,"['Unsafe water source', 'Low household income']"
HH0694,-1.901532,30.05922,Gasabo,Kinyinya,0,5,1.8,unprotected_well,medium,middle,0.5843,Medium,"['Unsafe water source', 'Low meal frequency (< 2 meals/day)', 'Poor sanitation']"
HH0695,-1.935784,30.186031,Gasabo,Gisozi,1,4,2.4,piped,low,high,0.2644,Low,"['Poor sanitation', 'High number of children under 5', 'Low meal frequency (< 2 meals/day)']"
HH0696,-1.928145,30.051628,Gasabo,Kinyinya,0,0,1.1,unprotected_well,medium,low,0.7314,High,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'Poor sanitation']"
HH0697,-1.952978,30.032712,Gasabo,Jali,1,2,2.4,protected_well,high,high,0.0603,Low,"['Low meal frequency (< 2 meals/day)', 'Unsafe water source', 'High number of children under 5']"
HH0698,-1.910196,30.145997,Gasabo,Kinyinya,1,2,2.0,piped,medium,low,0.3272,Low,"['Poor sanitation', 'Low meal frequency (< 2 meals/day)', 'Low household income']"
HH0699,-1.928076,30.080951,Gasabo,Jabana,1,3,1.8,piped,high,middle,0.0907,Low,"['Low meal frequency (< 2 meals/day)', 'High number of children under 5', 'Low household income']"
