household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band
HH0607,-1.865676,30.032261,Gasabo,Gisozi,1,2,1.6,surface,high,middle
HH0608,-1.971083,30.144598,Gasabo,Kinyinya,1,1,2.8,piped,medium,low
HH0609,-1.854196,30.037946,Gasabo,Jali,0,0,2.7,protected_well,medium,low
HH0610,-1.916729,30.167787,Gasabo,Kinyinya,1,0,1.4,protected_well,high,low
HH0611,-1.848504,30.167977,Gasabo,Jabana,1,3,2.9,protected_well,high,middle
HH0612,-1.871999,30.173368,Gasabo,Kinyinya,0,0,3.3,unprotected_well,low,low
HH0613,-1.905462,30.06109,Gasabo,Jabana,1,2,3.5,piped,medium,high
HH0614,-1.870728,30.143988,Gasabo,Ndera,1,1,3.5,piped,medium,low
HH0615,-1.926417,30.140027,Gasabo,Ndera,1,0,3.2,unprotected_well,high,high
HH0616,-1.903545,30.11395,Gasabo,Gisozi,1,5,2.6,piped,high,high
HH0617,-1.839086,30.084947,Gasabo,Kinyinya,1,3,2.6,unprotected_well,medium,low
HH0618,-1.931596,30.135762,Gasabo,Ndera,1,0,2.2,piped,high,middle
HH0619,-1.974852,30.107803,Gasabo,Ndera,1,5,1.9,piped,medium,high
HH0620,-1.9254,30.106193,Gasabo,Gisozi,1,1,1.5,piped,low,low
HH0621,-1.833866,30.049179,Gasabo,Gisozi,0,3,3.2,surface,medium,middle
HH0622,-1.961707,30.124681,Gasabo,Kinyinya,1,2,2.1,piped,medium,low
HH0623,-1.925963,30.037587,Gasabo,Jabana,1,4,1.4,protected_well,high,low
HH0624,-1.962592,30.171942,Gasabo,Kinyinya,1,1,1.8,protected_well,high,high
HH0625,-1.929319,30.104493,Gasabo,Jabana,0,4,1.9,piped,low,low
HH0626,-1.838276,30.095992,Gasabo,Gisozi,0,5,3.0,unprotected_well,low,middle
HH0627,-1.903901,30.08677,Gasabo,Jali,1,5,3.5,piped,high,middle
HH0628,-1.948223,30.087425,Gasabo,Kinyinya,1,4,2.4,piped,high,high
HH0629,-1.919837,30.126459,Gasabo,Jali,0,2,1.5,protected_well,low,low
HH0630,-1.877009,30.043226,Gasabo,Jabana,1,3,2.0,piped,high,middle
HH0631,-1.828419,30.086922,Gasabo,Kinyinya,1,4,2.1,protected_well,high,middle
HH0632,-1.954007,30.134134,Gasabo,Jali,1,2,1.6,unprotected_well,medium,middle
HH0633,-1.904092,30.130741,Gasabo,Jali,1,3,1.6,piped,medium,middle
HH0634,-1.897794,30.17986,Gasabo,Kinyinya,0,0,1.9,protected_well,medium,low
HH0635,-1.894399,30.179514,Gasabo,Jali,1,5,2.5,piped,low,high
HH0636,-1.940705,30.145506,Gasabo,Kinyinya,1,5,2.6,piped,high,middle
HH0637,-1.906102,30.045107,Gasabo,Jali,1,5,1.6,piped,high,middle
HH0638,-1.88135,30.186712,Gasabo,Gisozi,1,0,3.3,protected_well,high,low
HH0639,-1.972308,30.075877,Gasabo,Kinyinya,0,0,2.5,protected_well,low,middle
HH0640,-1.840176,30.15328,Gasabo,Gisozi,0,4,2.5,protected_well,medium,middle
HH0641,-1.909624,30.127152,Gasabo,Ndera,1,2,3.0,piped,high,middle
HH0642,-1.824502,30.100485,Gasabo,Gisozi,1,4,2.5,protected_well,medium,middle
HH0643,-1.931056,30.138385,Gasabo,Jali,1,5,2.9,piped,medium,middle
HH0644,-1.849109,30.177436,Gasabo,Jabana,1,3,2.3,piped,high,high
HH0645,-1.963209,30.033721,Gasabo,Gisozi,1,1,3.2,piped,medium,middle
HH0646,-1.906348,30.095175,Gasabo,Gisozi,1,1,2.0,piped,low,middle
HH0647,-1.857981,30.160894,Gasabo,Gisozi,1,4,1.9,piped,medium,high
HH0648,-1.971278,30.076594,Gasabo,Jabana,1,4,2.8,piped,low,middle
HH0649,-1.92806,30.070058,Gasabo,Jabana,1,5,1.3,unprotected_well,high,low
HH0650,-1.881485,30.11509,Gasabo,Gisozi,1,3,2.9,protected_well,high,high
HH0651,-1.879506,30.128426,Gasabo,Ndera,1,5,1.8,piped,medium,middle
HH0652,-1.911986,30.191954,Gasabo,Jabana,1,2,2.9,unprotected_well,medium,high
HH0653,-1.939659,30.11302,Gasabo,Jabana,1,4,2.5,piped,high,middle
HH0654,-1.834459,30.145627,Gasabo,Jabana,0,4,1.9,surface,low,middle
HH0655,-1.900503,30.093983,Gasabo,Kinyinya,1,2,1.7,unprotected_well,high,middle
HH0656,-1.827736,30.097268,Gasabo,Gisozi,0,1,2.7,protected_well,low,low
HH0657,-1.940422,30.109594,Gasabo,Ndera,1,3,1.9,piped,high,low
HH0658,-1.934854,30.132965,Gasabo,Jabana,1,2,3.1,piped,medium,middle
HH0659,-1.966464,30.127235,Gasabo,Kinyinya,1,3,3.2,piped,medium,middle
HH0660,-1.870105,30.142581,Gasabo,Jali,0,1,3.0,unprotected_well,low,low
HH0661,-1.837612,30.070878,Gasabo,Jali,1,3,1.6,protected_well,high,low
HH0662,-1.936009,30.069705,Gasabo,Jabana,1,1,2.5,protected_well,high,high
HH0663,-1.963672,30.082727,Gasabo,Ndera,1,3,2.8,piped,high,high
HH0664,-1.845099,30.178241,Gasabo,Ndera,0,3,1.5,unprotected_well,medium,low
HH0665,-1.873703,30.062343,Gasabo,Gisozi,0,1,2.2,protected_well,medium,middle
HH0666,-1.918142,30.12728,Gasabo,Jabana,0,1,2.8,protected_well,high,low
HH0667,-1.868932,30.154698,Gasabo,Jali,1,3,1.9,piped,high,middle
HH0668,-1.862699,30.096454,Gasabo,Gisozi,1,3,2.6,piped,high,low
HH0669,-1.893953,30.109874,Gasabo,Ndera,1,4,2.1,piped,high,middle
HH0670,-1.874277,30.133601,Gasabo,Gisozi,1,1,3.2,piped,low,low
HH0671,-1.838737,30.039428,Gasabo,Jali,1,3,1.5,piped,high,middle
HH0672,-1.833478,30.154078,Gasabo,Ndera,1,0,1.5,protected_well,high,low
HH0673,-1.938256,30.164902,Gasabo,Kinyinya,1,2,3.5,piped,high,middle
HH0674,-1.955754,30.162691,Gasabo,Kinyinya,1,1,2.6,surface,high,middle
HH0675,-1.949209,30.080328,Gasabo,Jabana,1,3,1.8,piped,medium,middle
HH0676,-1.930801,30.112508,Gasabo,Gisozi,1,0,2.2,unprotected_well,medium,middle
HH0677,-1.896924,30.055922,Gasabo,Ndera,1,3,1.9,piped,high,middle
HH0678,-1.966747,30.181292,Gasabo,Jabana,1,5,2.3,protected_well,high,middle
HH0679,-1.853582,30.086987,Gasabo,Gisozi,1,4,2.0,protected_well,high,low
HH0680,-1.842532,30.169892,Gasabo,Jali,1,1,2.8,surface,medium,middle
HH0681,-1.948647,30.078093,Gasabo,Ndera,1,4,2.4,piped,high,middle
HH0682,-1.825232,30.050673,Gasabo,Gisozi,1,4,3.0,protected_well,high,middle
HH0683,-1.925907,30.101064,Gasabo,Ndera,0,2,2.7,unprotected_well,low,middle
HH0684,-1.828329,30.188253,Gasabo,Gisozi,1,3,1.9,protected_well,high,middle
HH0685,-1.966137,30.038382,Gasabo,Jali,1,2,2.5,piped,high,middle
HH0686,-1.826292,30.084989,Gasabo,Ndera,1,5,2.1,protected_well,medium,middle
HH0687,-1.960926,30.107829,Gasabo,Kinyinya,0,4,2.6,surface,low,low
HH0688,-1.902163,30.080283,Gasabo,Jali,1,1,2.7,piped,high,middle
HH0689,-1.91638,30.151405,Gasabo,Gisozi,0,3,2.8,surface,medium,low
HH0690,-1.967503,30.059903,Gasabo,Ndera,1,3,3.2,piped,medium,middle
HH0691,-1.913414,30.032513,Gasabo,Jali,1,5,2.8,piped,high,middle
HH0692,-1.831813,30.123598,Gasabo,Gisozi,1,3,2.6,piped,low,high
HH0693,-1.904112,30.087121,Gasabo,Kinyinya,1,0,3.4,protected_well,high,middle
HH0694,-1.901532,30.05922,Gasabo,Kinyinya,0,5,1.8,unprotected_well,medium,middle
HH0695,-1.935784,30.186031,Gasabo,Gisozi,1,4,2.4,piped,low,high
HH0696,-1.928145,30.051628,Gasabo,Kinyinya,0,0,1.1,unprotected_well,medium,low
HH0697,-1.952978,30.032712,Gasabo,Jali,1,2,2.4,protected_well,high,high
HH0698,-1.910196,30.145997,Gasabo,Kinyinya,1,2,2.0,piped,medium,low
HH0699,-1.928076,30.080951,Gasabo,Jabana,1,3,1.8,piped,high,middle
HH0700,-1.95853,30.163499,Gasabo,Kinyinya,1,3,1.9,piped,medium,middle
HH0701,-1.878666,30.099665,Gasabo,Jabana,1,2,3.2,piped,high,low
HH0702,-1.833294,30.090955,Gasabo,Ndera,1,4,1.8,piped,medium,middle
HH0703,-1.834961,30.164037,Gasabo,Jali,1,0,3.4,piped,low,low
HH0704,-1.946554,30.149023,Gasabo,Ndera,0,2,2.8,unprotected_well,low,low
HH0705,-1.849406,30.120772,Gasabo,Ndera,0,5,1.3,protected_well,low,low
HH0706,-1.868093,30.153984,Gasabo,Kinyinya,1,1,3.2,protected_well,high,middle
HH0707,-1.876863,30.148154,Gasabo,Kinyinya,1,5,2.6,surface,high,middle
HH0708,-1.94557,30.077083,Gasabo,Kinyinya,1,0,1.7,piped,medium,low
HH0709,-1.968595,30.178871,Gasabo,Ndera,1,4,2.3,piped,high,middle
HH0710,-1.968415,30.055244,Gasabo,Jali,1,2,3.2,piped,high,middle
HH0711,-1.856189,30.071481,Gasabo,Jali,1,0,3.0,protected_well,low,middle
HH0712,-1.842291,30.076341,Gasabo,Jabana,1,2,2.8,piped,medium,middle
HH0713,-1.859254,30.151798,Gasabo,Gisozi,1,5,1.6,piped,low,middle
HH0714,-1.870849,30.176697,Gasabo,Jali,1,1,2.6,piped,low,low
HH0715,-1.962637,30.05475,Gasabo,Kinyinya,0,1,2.6,unprotected_well,medium,low
HH0716,-1.842484,30.082512,Gasabo,Jabana,0,4,3.0,surface,low,low
HH0717,-1.9341,30.147453,Gasabo,Kinyinya,1,0,2.9,surface,high,middle
HH0718,-1.944769,30.070078,Gasabo,Ndera,1,3,3.1,protected_well,high,middle
HH0719,-1.912972,30.188539,Gasabo,Ndera,0,1,2.4,piped,medium,low
HH0720,-1.864946,30.038534,Gasabo,Kinyinya,1,5,2.2,piped,high,middle
HH0721,-1.918255,30.058147,Gasabo,Jali,1,0,3.0,piped,high,high
HH0722,-1.944803,30.148369,Gasabo,Gisozi,1,3,1.8,protected_well,high,low
HH0723,-1.896691,30.157671,Gasabo,Kinyinya,1,0,2.3,piped,low,high
HH0724,-1.826546,30.12816,Gasabo,Jali,1,2,3.0,unprotected_well,medium,low
HH0725,-1.842202,30.06467,Gasabo,Jabana,1,2,1.7,piped,medium,middle
HH0726,-1.856798,30.185685,Gasabo,Kinyinya,0,4,3.0,protected_well,medium,low
HH0727,-1.883086,30.151601,Gasabo,Jabana,1,3,1.5,protected_well,high,middle
HH0728,-1.944292,30.042165,Gasabo,Jali,1,2,2.8,unprotected_well,medium,high
HH0729,-1.847616,30.054623,Gasabo,Jali,1,1,3.1,piped,high,middle
HH0730,-1.941763,30.141263,Gasabo,Jali,1,0,3.4,piped,medium,high
HH0731,-1.97495,30.088059,Gasabo,Jali,1,3,1.6,piped,high,middle
HH0732,-1.909063,30.151342,Gasabo,Ndera,1,5,1.4,unprotected_well,low,low
HH0733,-1.820708,30.081002,Gasabo,Jali,1,2,2.0,protected_well,high,middle
HH0734,-1.874832,30.171984,Gasabo,Ndera,1,5,1.7,piped,high,middle
HH0735,-1.88905,30.106894,Gasabo,Gisozi,1,0,1.3,piped,high,low
HH0736,-1.951707,30.123231,Gasabo,Ndera,1,3,1.9,piped,low,high
HH0737,-1.925985,30.063709,Gasabo,Jabana,1,0,3.3,piped,high,middle
HH0738,-1.91952,30.166338,Gasabo,Gisozi,0,1,2.3,surface,medium,low
HH0739,-1.887059,30.127749,Gasabo,Jabana,0,4,3.4,protected_well,low,low
HH0740,-1.867653,30.104767,Gasabo,Kinyinya,1,0,2.6,protected_well,high,low
HH0741,-1.926559,30.085261,Gasabo,Kinyinya,1,1,3.3,piped,high,high
HH0742,-1.947051,30.181239,Gasabo,Ndera,1,3,1.7,piped,low,middle
HH0743,-1.972,30.112197,Gasabo,Jabana,1,3,1.8,protected_well,high,high
HH0744,-1.838889,30.152342,Gasabo,Kinyinya,0,5,2.7,protected_well,medium,low
HH0745,-1.884014,30.079139,Gasabo,Kinyinya,1,4,3.4,piped,high,middle
HH0746,-1.97349,30.123174,Gasabo,Kinyinya,1,4,2.5,protected_well,high,low
HH0747,-1.964231,30.175565,Gasabo,Gisozi,1,3,2.6,unprotected_well,high,middle
HH0748,-1.906336,30.145447,Gasabo,Gisozi,0,2,2.7,unprotected_well,low,middle
HH0749,-1.904528,30.165701,Gasabo,Jali,1,2,2.0,protected_well,high,middle
HH0750,-1.87667,30.033664,Gasabo,Jabana,1,3,2.8,piped,high,middle
HH0751,-1.946237,30.099317,Gasabo,Kinyinya,1,3,2.3,protected_well,medium,high
HH0752,-1.967303,30.122032,Gasabo,Jabana,1,1,2.9,piped,medium,middle
HH0753,-1.882135,30.045002,Gasabo,Jali,1,1,2.0,protected_well,medium,middle
HH0754,-1.917339,30.078199,Gasabo,Ndera,1,3,2.7,piped,low,middle
HH0755,-1.972537,30.116539,Gasabo,Jali,1,4,2.3,unprotected_well,medium,high
HH0756,-1.869853,30.165165,Gasabo,Kinyinya,1,4,3.3,piped,medium,middle
HH0757,-1.948614,30.12449,Gasabo,Ndera,1,1,3.3,unprotected_well,high,middle
HH0758,-1.881552,30.099291,Gasabo,Ndera,0,3,1.4,unprotected_well,low,low
HH0759,-1.95811,30.117507,Gasabo,Jali,1,0,2.4,piped,high,low
HH0760,-1.838346,30.040594,Gasabo,Kinyinya,0,5,3.3,unprotected_well,medium,middle
HH0761,-1.830382,30.166289,Gasabo,Ndera,0,3,2.0,piped,high,low
HH0762,-1.865232,30.048663,Gasabo,Jali,1,3,3.5,protected_well,medium,middle
HH0763,-1.964703,30.04297,Gasabo,Jali,1,5,3.0,protected_well,low,high
HH0764,-1.82999,30.079796,Gasabo,Kinyinya,0,0,1.8,surface,low,low
HH0765,-1.876961,30.138886,Gasabo,Jali,1,4,3.4,unprotected_well,medium,low
HH0766,-1.831489,30.14081,Gasabo,Jali,0,0,3.0,unprotected_well,low,low
HH0767,-1.913808,30.153548,Gasabo,Jali,1,0,1.1,piped,low,low
HH0768,-1.93665,30.040506,Gasabo,Jabana,0,5,2.5,piped,low,middle
HH0769,-1.917655,30.130609,Gasabo,Gisozi,1,4,2.0,unprotected_well,medium,low
HH0770,-1.890676,30.067751,Gasabo,Jabana,1,2,1.6,protected_well,medium,low
HH0771,-1.815904,30.1064,Gasabo,Jali,1,5,3.5,protected_well,medium,middle
HH0772,-1.845116,30.106084,Gasabo,Gisozi,0,0,3.0,protected_well,low,low
HH0773,-1.8919,30.177162,Gasabo,Ndera,0,5,2.8,unprotected_well,medium,middle
HH0774,-1.884703,30.113402,Gasabo,Jabana,1,4,3.0,piped,high,middle
HH0775,-1.963049,30.140642,Gasabo,Jabana,1,2,2.5,protected_well,medium,high
HH0776,-1.918883,30.097608,Gasabo,Jabana,1,4,1.9,piped,medium,middle
HH0777,-1.865124,30.071708,Gasabo,Kinyinya,1,2,1.8,protected_well,medium,high
HH0778,-1.870462,30.119915,Gasabo,Jali,1,2,2.2,protected_well,medium,middle
HH0779,-1.921748,30.075318,Gasabo,Ndera,1,0,2.3,unprotected_well,medium,middle
HH0780,-1.958983,30.157654,Gasabo,Ndera,1,1,1.5,piped,low,low
HH0781,-1.881975,30.114195,Gasabo,Ndera,0,2,3.1,surface,high,middle
HH0782,-1.857491,30.139684,Gasabo,Jali,1,0,2.8,piped,medium,high
HH0783,-1.928693,30.051109,Gasabo,Gisozi,1,1,2.8,protected_well,medium,high
HH0784,-1.861001,30.076962,Gasabo,Jabana,1,1,1.9,piped,high,middle
HH0785,-1.933309,30.057288,Gasabo,Jali,1,2,1.1,piped,medium,low
HH0786,-1.839424,30.036408,Gasabo,Jabana,0,2,2.3,piped,low,low
HH0787,-1.97063,30.054139,Gasabo,Jali,0,5,3.1,protected_well,low,low
HH0788,-1.928242,30.053389,Gasabo,Jabana,0,0,2.6,unprotected_well,low,low
HH0789,-1.847331,30.156349,Gasabo,Jali,0,3,2.7,protected_well,low,middle
HH0790,-1.926625,30.121839,Gasabo,Gisozi,0,1,3.0,protected_well,low,high
HH0791,-1.935355,30.081509,Gasabo,Ndera,1,1,3.5,protected_well,medium,low
HH0792,-1.870103,30.165764,Gasabo,Jabana,1,0,2.3,piped,medium,high
HH0793,-1.965871,30.138789,Gasabo,Jali,1,5,1.7,protected_well,high,low
HH0794,-1.967707,30.100836,Gasabo,Gisozi,1,0,2.4,protected_well,high,middle
HH0795,-1.950105,30.11161,Gasabo,Gisozi,1,1,1.5,piped,high,middle
HH0796,-1.875662,30.159875,Gasabo,Ndera,1,1,1.7,protected_well,high,low
HH0797,-1.854089,30.087192,Gasabo,Jali,1,1,1.6,piped,medium,low
HH0798,-1.921153,30.138735,Gasabo,Jabana,1,5,3.2,protected_well,medium,middle
HH0799,-1.864948,30.186141,Gasabo,Kinyinya,1,5,1.3,piped,high,low
HH0800,-1.837202,30.163015,Gasabo,Gisozi,0,2,3.0,unprotected_well,medium,low
HH0801,-1.87014,30.168664,Gasabo,Gisozi,1,3,2.5,piped,medium,high
HH0802,-1.874824,30.051277,Gasabo,Ndera,0,0,1.0,surface,low,low
HH0803,-1.832075,30.053268,Gasabo,Jali,1,4,3.5,piped,medium,middle
HH0804,-1.827191,30.059812,Gasabo,Kinyinya,0,5,1.7,surface,low,middle
HH0805,-1.829026,30.07753,Gasabo,Kinyinya,1,5,3.3,piped,high,high
HH0806,-1.815533,30.116591,Gasabo,Kinyinya,1,5,3.1,piped,high,high
HH0807,-1.887794,30.167851,Gasabo,Jali,1,2,2.4,piped,high,middle
HH0808,-1.84569,30.173889,Gasabo,Jabana,1,3,2.6,piped,high,high
HH0809,-1.897125,30.068191,Gasabo,Gisozi,1,4,3.2,piped,high,middle
HH0810,-1.945722,30.16174,Gasabo,Jali,1,1,1.5,piped,low,high
HH0811,-1.969711,30.123633,Gasabo,Kinyinya,1,0,1.9,protected_well,high,high
HH0812,-1.91922,30.148679,Gasabo,Gisozi,1,5,2.0,piped,medium,middle
HH0813,-1.964588,30.118006,Gasabo,Gisozi,1,1,2.2,piped,medium,middle
HH0814,-1.841374,30.100741,Gasabo,Kinyinya,1,5,3.2,piped,medium,high
HH0815,-1.913775,30.073788,Gasabo,Kinyinya,0,5,1.2,surface,medium,low
HH0816,-1.836896,30.032067,Gasabo,Gisozi,0,3,1.3,unprotected_well,low,low
HH0817,-1.935803,30.032867,Gasabo,Ndera,1,5,2.1,piped,medium,middle
HH0818,-1.932847,30.084671,Gasabo,Gisozi,1,0,3.0,piped,high,middle
HH0819,-1.949927,30.047341,Gasabo,Jabana,1,0,1.9,surface,high,high
HH0820,-1.828052,30.149313,Gasabo,Jabana,1,2,1.8,protected_well,medium,low
HH0821,-1.902795,30.038903,Gasabo,Ndera,0,5,1.7,unprotected_well,medium,middle
HH0822,-1.883714,30.174652,Gasabo,Jali,1,2,2.2,unprotected_well,medium,middle
HH0823,-1.907039,30.094753,Gasabo,Gisozi,1,0,3.5,protected_well,high,middle
HH0824,-1.91556,30.100928,Gasabo,Jabana,1,4,2.2,piped,low,middle
HH0825,-1.859887,30.074006,Gasabo,Gisozi,1,4,3.0,piped,medium,middle
HH0826,-1.897245,30.039063,Gasabo,Ndera,1,1,1.9,protected_well,medium,high
HH0827,-1.895268,30.121407,Gasabo,Kinyinya,1,5,2.5,protected_well,high,middle
HH0828,-1.969977,30.167368,Gasabo,Ndera,1,5,2.1,piped,medium,middle
HH0829,-1.889658,30.143299,Gasabo,Ndera,1,5,1.8,protected_well,high,middle
HH0830,-1.95165,30.11356,Gasabo,Ndera,1,1,2.6,piped,high,high
HH0831,-1.89661,30.16296,Gasabo,Jabana,1,2,3.3,piped,high,middle
HH0832,-1.840893,30.122546,Gasabo,Ndera,1,2,2.8,piped,high,middle
HH0833,-1.82499,30.186163,Gasabo,Kinyinya,1,0,1.2,piped,high,low
HH0834,-1.917877,30.178032,Gasabo,Kinyinya,1,1,2.4,piped,medium,high
HH0835,-1.952856,30.04069,Gasabo,Kinyinya,0,4,3.2,unprotected_well,medium,low
HH0836,-1.969026,30.036491,Gasabo,Jali,1,1,3.1,piped,medium,high
HH0837,-1.941374,30.137027,Gasabo,Ndera,1,0,3.0,piped,medium,high
HH0838,-1.961138,30.166181,Gasabo,Kinyinya,1,0,2.3,piped,medium,middle
HH0839,-1.826435,30.177248,Gasabo,Jali,1,2,2.9,piped,low,middle
HH0840,-1.930382,30.186424,Gasabo,Ndera,0,5,2.6,protected_well,low,low
HH0841,-1.864104,30.167778,Gasabo,Ndera,1,2,1.7,piped,medium,high
HH0842,-1.950569,30.142698,Gasabo,Gisozi,1,4,3.4,protected_well,high,low
HH0843,-1.914439,30.170438,Gasabo,Ndera,1,3,2.0,piped,medium,middle
HH0844,-1.910512,30.071972,Gasabo,Gisozi,1,3,2.4,protected_well,high,low
HH0845,-1.906612,30.085912,Gasabo,Jabana,1,5,2.3,surface,medium,middle
HH0846,-1.902715,30.077451,Gasabo,Jabana,1,4,3.2,protected_well,low,low
HH0847,-1.827917,30.154115,Gasabo,Jali,1,4,3.0,surface,medium,middle
HH0848,-1.893725,30.107529,Gasabo,Gisozi,1,4,3.4,piped,high,middle
HH0849,-1.905787,30.064907,Gasabo,Jabana,1,5,2.2,protected_well,medium,high
HH0850,-1.862389,30.077488,Gasabo,Jabana,1,5,3.4,protected_well,low,high
HH0851,-1.835482,30.137371,Gasabo,Jabana,1,4,2.9,piped,low,middle
HH0852,-1.818801,30.064262,Gasabo,Ndera,0,2,1.8,protected_well,low,middle
HH0853,-1.848088,30.056882,Gasabo,Gisozi,1,2,3.0,protected_well,high,high
HH0854,-1.891059,30.063149,Gasabo,Jabana,1,3,1.5,protected_well,high,high
HH0855,-1.853631,30.101441,Gasabo,Gisozi,1,0,1.5,surface,high,middle
HH0856,-1.834515,30.142545,Gasabo,Kinyinya,0,1,1.5,unprotected_well,medium,low
HH0857,-1.956688,30.095199,Gasabo,Kinyinya,1,1,1.1,piped,medium,low
HH0858,-1.828334,30.127863,Gasabo,Ndera,1,0,1.7,piped,high,middle
HH0859,-1.829258,30.166077,Gasabo,Kinyinya,1,1,2.2,piped,high,low
HH0860,-1.865606,30.1537,Gasabo,Jali,0,3,2.2,protected_well,medium,low
HH0861,-1.899474,30.147808,Gasabo,Gisozi,1,1,3.0,piped,high,middle
HH0862,-1.932343,30.120955,Gasabo,Jabana,1,4,2.9,protected_well,high,middle
HH0863,-1.877847,30.190683,Gasabo,Jali,0,4,2.0,protected_well,low,low
HH0864,-1.93551,30.087628,Gasabo,Jali,1,5,2.1,piped,high,low
HH0865,-1.934272,30.137449,Gasabo,Kinyinya,0,0,3.2,unprotected_well,low,low
HH0866,-1.949326,30.167661,Gasabo,Gisozi,1,5,3.2,surface,high,middle
HH0867,-1.922682,30.124682,Gasabo,Jabana,1,1,3.3,piped,high,middle
HH0868,-1.880799,30.124057,Gasabo,Jali,0,3,1.1,surface,high,low
HH0869,-1.857936,30.136199,Gasabo,Ndera,0,1,2.2,protected_well,medium,low
HH0870,-1.939866,30.08679,Gasabo,Jabana,1,0,1.6,piped,low,middle
HH0871,-1.816219,30.144742,Gasabo,Kinyinya,0,1,1.7,protected_well,high,low
HH0872,-1.894095,30.150859,Gasabo,Gisozi,1,0,2.7,piped,high,high
HH0873,-1.969315,30.121522,Gasabo,Ndera,0,4,3.1,protected_well,low,low
HH0874,-1.962433,30.057588,Gasabo,Jabana,1,1,3.2,piped,low,high
HH0875,-1.918562,30.0509,Gasabo,Jabana,1,3,2.1,unprotected_well,high,low
HH0876,-1.876348,30.175735,Gasabo,Jali,0,1,2.3,unprotected_well,low,low
HH0877,-1.904029,30.153218,Gasabo,Jabana,1,2,2.7,piped,medium,middle
HH0878,-1.946512,30.108643,Gasabo,Gisozi,0,2,2.9,surface,low,low
HH0879,-1.864124,30.101568,Gasabo,Gisozi,1,1,1.6,piped,low,low
HH0880,-1.960065,30.095047,Gasabo,Jabana,0,3,2.0,surface,medium,middle
HH0881,-1.836441,30.067378,Gasabo,Jali,1,4,1.7,piped,high,high
HH0882,-1.957141,30.189647,Gasabo,Ndera,1,4,2.5,piped,medium,middle
HH0883,-1.931266,30.032459,Gasabo,Ndera,1,0,3.1,piped,low,high
HH0884,-1.942746,30.143991,Gasabo,Jali,1,1,2.7,piped,low,middle
HH0885,-1.955472,30.144392,Gasabo,Kinyinya,1,1,2.0,piped,low,middle
HH0886,-1.920755,30.132517,Gasabo,Gisozi,0,4,1.5,unprotected_well,high,low
HH0887,-1.816722,30.139112,Gasabo,Kinyinya,1,1,2.7,piped,high,low
HH0888,-1.848913,30.099876,Gasabo,Jali,1,1,3.4,piped,high,middle
HH0889,-1.846005,30.108319,Gasabo,Kinyinya,1,5,2.8,unprotected_well,high,low
HH0890,-1.905386,30.141288,Gasabo,Jali,1,1,2.5,protected_well,high,middle
HH0891,-1.832966,30.127006,Gasabo,Ndera,1,0,2.8,piped,low,high
HH0892,-1.885728,30.108078,Gasabo,Ndera,0,2,3.2,protected_well,medium,low
HH0893,-1.920133,30.051706,Gasabo,Kinyinya,1,2,1.7,piped,low,low
HH0894,-1.955417,30.105358,Gasabo,Kinyinya,1,2,3.5,protected_well,high,middle
HH0895,-1.837984,30.081822,Gasabo,Gisozi,1,2,1.8,piped,medium,middle
HH0896,-1.874966,30.103913,Gasabo,Ndera,1,0,3.2,protected_well,medium,middle
HH0897,-1.969469,30.076021,Gasabo,Gisozi,1,1,2.3,piped,high,high
HH0898,-1.847629,30.047726,Gasabo,Kinyinya,0,2,3.1,unprotected_well,low,low
HH0899,-1.91706,30.041698,Gasabo,Jali,0,2,2.5,piped,low,low
HH0900,-1.902126,30.142707,Gasabo,Ndera,1,1,2.6,piped,high,middle
HH0901,-1.847203,30.173627,Gasabo,Jali,1,2,1.2,piped,medium,low
HH0902,-1.866538,30.08276,Gasabo,Gisozi,1,2,3.3,piped,high,middle
HH0903,-1.881722,30.10635,Gasabo,Gisozi,1,1,1.9,protected_well,high,low
HH0904,-1.918214,30.147665,Gasabo,Jabana,0,2,2.4,unprotected_well,medium,low
HH0905,-1.902516,30.14708,Gasabo,Ndera,1,3,2.5,piped,medium,high
HH0906,-1.881911,30.133088,Gasabo,Ndera,0,3,2.9,surface,medium,middle
HH0907,-1.868761,30.110891,Gasabo,Gisozi,1,5,2.3,protected_well,high,middle
HH0908,-1.907102,30.158092,Gasabo,Jali,1,0,3.4,unprotected_well,medium,middle
HH0909,-1.87353,30.062415,Gasabo,Ndera,1,4,1.9,piped,high,high
HH0910,-1.969656,30.123899,Gasabo,Gisozi,1,3,2.2,surface,medium,low
HH0911,-1.876056,30.073195,Gasabo,Jabana,1,0,2.5,piped,low,middle
HH0912,-1.817659,30.175327,Gasabo,Kinyinya,0,4,2.8,unprotected_well,medium,middle
HH0913,-1.939531,30.098806,Gasabo,Ndera,1,1,1.7,surface,medium,middle
HH0914,-1.909757,30.054321,Gasabo,Kinyinya,1,3,2.9,surface,low,middle
HH0915,-1.830079,30.045635,Gasabo,Jali,1,1,1.9,piped,high,high
HH0916,-1.871229,30.122157,Gasabo,Jabana,1,0,1.6,piped,high,middle
HH0917,-1.970832,30.084519,Gasabo,Ndera,1,0,2.5,protected_well,high,middle
HH0918,-1.846708,30.18197,Gasabo,Kinyinya,1,1,2.3,piped,high,middle
HH0919,-1.923515,30.0422,Gasabo,Kinyinya,0,2,2.6,unprotected_well,medium,low
HH0920,-1.878703,30.183596,Gasabo,Gisozi,1,3,1.0,piped,high,low
